pitcher,pitch_type,t_start,t_end,n_samples,pointer_peak_N,pointer_F_rel_N,pointer_t_rel,pointer_impulse_Ns,pointer_RFD_Ns,middle_peak_N,middle_F_rel_N,middle_t_rel,middle_impulse_Ns,middle_RFD_Ns,thumb_peak_N,thumb_F_rel_N,thumb_t_rel,thumb_impulse_Ns,thumb_RFD_Ns,thumb_lead_ms,pointer_middle_gap_ms,total_peak_N,CV_peak,pointer_share,middle_share,thumb_share,finger_peak_N,finger_F_rel_N,finger_impulse_Ns,finger_RFD_Ns,thumb_finger_ratio,velo_mph,spin_rpm,hz_break,ivb,effort_pct,raw_tag,effort_source,warmup,paired,analyzable
P1,curveball,854195.242,854779.918,217,21.71716605992719,10.693933904079971,854779.918,1.9694724810751885,507408.1880917355,30.329545454545453,24.391213354626554,854777.835,2.8578290552564165,586463.3289599795,8.067796610169491,6.2931855324093515,854772.004,1.3344943870710335,270378.9336227549,5.831000000005588,-2.0829999999841675,60.114508124642136,0.5602031695488117,0.36126330793389444,0.5045295453746342,0.13420714669147132,52.04671151447265,35.08514725870653,4.827301536331605,1093871.517051715,0.15501068896401027,73.9,,,,100.0,73.9,default_max,False,True,True
P1,curveball,899814.707,900287.853,111,21.007250418293363,9.620842644274974,900287.853,1.7812012484407116,1560.7311541668098,14.444,13.06045675425682,900280.966,1.5317786500362105,39595.99168209029,2.340886454183267,1.4462377022172141,900280.966,0.462918105595133,1281.7202064467306,0.0,-6.886999999987893,37.79213687247663,0.7516803588440323,0.5558629957649361,0.3821959062208869,0.06194109801417698,35.45125041829336,22.681299398531795,3.312979898476922,41156.7228362571,0.06603113928459164,71.9,,-11.6,0.0,100.0,71.9 -11.6hz 0ivb,default_max,False,True,True
P1,curveball,967828.483,968351.312,158,12.71599045346062,10.140936264664662,968351.312,1.0667659046638294,36560.04989098023,27.37482076283338,23.331767234340695,968350.651,2.7014674351400263,774529.4703960194,3.469213370193516,1.5445238355371207,968346.484,0.6575241433556441,176942.12307110574,4.166999999899417,-0.6610000000800937,43.560024586487515,0.8301975589845147,0.2919188079936293,0.6284390567429834,0.07964213526338733,40.090811216294,33.472703499005355,3.7682333398038557,811089.5202869996,0.08653387808684533,69.3,,,,100.0,69.3,default_max,False,True,True
P1,curveball,1015791.649,1016318.718,145,19.004684486084322,13.500077117790699,1016318.718,1.9393636157583491,1039141.5829166672,36.41606498194946,25.43285372287314,1016318.718,3.0661673155111515,544021.7766232546,1.3816699604743083,0.5624664166105183,1016314.475,0.236710073761189,147415.49503385392,4.243000000016764,0.0,56.80241942850809,0.9251703125860941,0.3345752641752126,0.6411005965649574,0.02432413925983008,55.42074946803378,38.93293084066384,5.005530931269501,1583163.3595399219,0.024930553515362396,72.1,,,,100.0,72.1,default_max,False,True,True
P1,curveball,1061444.786,1061966.508,141,19.512437810945272,15.283296629348104,1061966.508,2.0862851066940364,409730.0584283213,12.455719557195572,10.442616598017068,1061964.424,1.280116428044495,2493799.385336498,2.220149253731343,0.4570398632078627,1061960.951,0.5846958774691416,270110.60040932987,3.473000000230968,-2.0839999997988343,34.18830662187219,0.7629543220802584,0.5707342579659113,0.3643268938399817,0.06493884819410706,31.968157368140844,25.725913227365172,3.3664015347385314,2903529.4437648193,0.06944877141852168,66.5,,,,100.0,66.5,default_max,False,True,True
P1,curveball,1108837.069,1109435.855,205,21.859865470852018,10.18926957797926,1109435.855,2.026362443325072,897.5922029335452,29.94824076766502,23.1853367381654,1109435.855,2.9490217145259106,1263.4161469739227,7.704368174726989,5.45952657229502,1109427.308,1.2142905783971574,5452.606915545721,8.547000000020489,0.0,59.51247441324403,0.5675614197297449,0.3673156877843963,0.5032262742044595,0.12945803801114414,51.80810623851704,33.374606316144664,4.975384157850982,2161.008349907468,0.14870970460215607,70.6,,,,100.0,70.6,default_max,False,True,True
P1,fastball,1134393.897,1134561.839,70,19.517623649801024,3.7317229531460794,1134561.839,1.3080459730864653,1110.6620951984603,5.31350114416476,2.220237889572248,1134561.839,0.395924318943572,357.9832605953316,16.24390243902439,1.8739191336097771,1134545.188,1.2138341486068145,739.3601532985656,16.65099999983795,0.0,41.07502723299017,0.5432538467361071,0.4751700720511046,0.1293608672253569,0.3954690607235385,24.831124793965785,5.951960842718327,1.7039702920300372,1468.6453557937919,0.6541750554518506,72.6,,,,80.0,72.6,state_marker,False,True,True
P1,fastball,1144477.792,1144604.829,57,17.461775413049565,8.723116803747786,1144604.829,1.215317947599156,671.2477647621604,13.46359223300971,8.353101936697785,1144604.829,0.8928110348588909,37216.63747178549,17.680699835975943,8.433301547606224,1144588.6,1.0485332390749995,810834.3096866615,16.22899999981746,0.0,48.606067482035215,0.14652954716117086,0.3592509395972721,0.27699406535996457,0.36375499504276343,30.925367646059275,17.07621874044557,2.108128982458047,37887.885236547656,0.571721572992486,73.5,,,,80.0,73.5,state_marker,False,True,True
P1,fastball,1151998.023,1152642.811,293,28.802547770700638,4.189489748309465,1152642.811,2.4401081210962756,5820.597928894068,7.605896043444531,1.8213108630050914,1152640.725,1.5700441787578805,3238.14532504219,26.305435720448664,2.7237154845651,1152624.737,3.9998653996262736,5755.022214617096,15.988000000128523,-2.0859999998938292,62.713879534593836,0.5541605049895707,0.4592691121079945,0.12127931009672292,0.4194515777952825,36.40844381414517,6.010800611314556,4.010152299854156,9058.743253936258,0.7225092029401335,74.4,,,,80.0,74.4,state_marker,False,True,True
P1,fastball,1161258.834,1161420.589,70,17.998875456845656,14.675546222969695,1161420.589,1.4358500127839475,37110.295104487166,8.88958496476116,5.944620342988554,1161420.589,0.578335877349996,20743.328172254434,25.507014028056112,11.750899541781372,1161412.254,2.2986737521126828,28717.3675316697,8.334999999962747,0.0,52.39547444966293,0.4764663994153503,0.343519657869258,0.16966322107268078,0.48681712105806124,26.888460421606815,20.62016656595825,2.014185890133944,57853.6232767416,0.9486230757771237,73.1,,,,80.0,73.1,state_marker,False,True,True
P1,fastball,1184230.444,1184371.725,67,15.206830074359681,9.975221072198424,1184371.725,1.2095725120983398,18098.417375719557,5.381836682777919,3.7710842089645573,1184369.644,0.31728576558007215,4090.6848086010364,17.862068965517242,8.857404026851777,1184355.077,1.2760408373520191,1448.416181959638,14.567000000039116,-2.081000000005588,38.45073572265484,0.5129478401654926,0.39548866331314303,0.1399670664716823,0.46454427021517475,20.588666757137602,13.746305281162982,1.526858277678412,22189.102184320593,0.8675680254684236,66.7,,,,60.0,66.7,state_marker,False,True,True
